1,TrialProc,,1,10,1300,1000hz500.wav,1
1,TrialProc,,2,10,1500,1000hz500.wav,1
1,TrialProc,,3,20,1305,2000hz500.wav,2
1,TrialProc,,4,10,1344,1000hz500.wav,1
1,TrialProc,,5,10,1445,1000hz500.wav,1
1,TrialProc,,6,10,1500,1000hz500.wav,1
1,TrialProc,,7,10,1477,1000hz500.wav,1
1,TrialProc,,8,10,1685,1000hz500.wav,1
1,TrialProc,,9,10,1367,1000hz500.wav,1
1,TrialProc,,10,10,1559,1000hz500.wav,1
1,TrialProc,,11,10,1499,1000hz500.wav,1
1,TrialProc,,12,10,1500,1000hz500.wav,1
1,TrialProc,,13,10,1468,1000hz500.wav,1
1,TrialProc,,14,10,1487,1000hz500.wav,1
1,TrialProc,,15,10,1611,1000hz500.wav,1
1,TrialProc,,16,10,1331,1000hz500.wav,1
1,TrialProc,,17,20,1596,2000hz500.wav,2
1,TrialProc,,18,10,1467,1000hz500.wav,1
1,TrialProc,,19,10,1670,1000hz500.wav,1
1,TrialProc,,20,20,1547,2000hz500.wav,2
1,TrialProc,,21,10,1347,1000hz500.wav,1
1,TrialProc,,22,20,1580,2000hz500.wav,2
1,TrialProc,,23,10,1407,1000hz500.wav,1
1,TrialProc,,24,10,1446,1000hz500.wav,1
1,TrialProc,,25,10,1534,1000hz500.wav,1
1,TrialProc,,26,20,1603,2000hz500.wav,2
1,TrialProc,,27,10,1356,1000hz500.wav,1
1,TrialProc,,28,10,1522,1000hz500.wav,1
1,TrialProc,,29,10,1576,1000hz500.wav,1
1,TrialProc,,30,20,1310,2000hz500.wav,2
1,TrialProc,,32,10,1691,1000hz500.wav,1
1,TrialProc,,33,10,1574,1000hz500.wav,1
1,TrialProc,,34,10,1463,1000hz500.wav,1
1,TrialProc,,35,10,1587,1000hz500.wav,1
1,TrialProc,,36,10,1541,1000hz500.wav,1
1,TrialProc,,37,20,1382,2000hz500.wav,2
1,TrialProc,,38,10,1319,1000hz500.wav,1
1,TrialProc,,39,20,1385,2000hz500.wav,2
1,TrialProc,,40,10,1364,1000hz500.wav,1
1,TrialProc,,41,20,1333,2000hz500.wav,2
1,TrialProc,,42,10,1631,1000hz500.wav,1
1,TrialProc,,43,10,1429,1000hz500.wav,1
1,TrialProc,,44,10,1601,1000hz500.wav,1
1,TrialProc,,45,10,1358,1000hz500.wav,1
1,TrialProc,,46,10,1601,1000hz500.wav,1
1,TrialProc,,47,10,1307,1000hz500.wav,1
1,TrialProc,,48,20,1684,2000hz500.wav,2
1,TrialProc,,49,10,1360,1000hz500.wav,1
1,TrialProc,,50,10,1340,1000hz500.wav,1
1,TrialProc,,51,10,1541,1000hz500.wav,1
1,TrialProc,,52,10,1571,1000hz500.wav,1
1,TrialProc,,53,10,1336,1000hz500.wav,1
1,TrialProc,,54,10,1546,1000hz500.wav,1
1,TrialProc,,55,10,1347,1000hz500.wav,1
1,TrialProc,,56,10,1467,1000hz500.wav,1
1,TrialProc,,57,10,1695,1000hz500.wav,1
1,TrialProc,,58,10,1437,1000hz500.wav,1
1,TrialProc,,59,10,1383,1000hz500.wav,1
1,TrialProc,,60,10,1440,1000hz500.wav,1
1,TrialProc,,61,20,1458,2000hz500.wav,2
1,TrialProc,,62,10,1357,1000hz500.wav,1
1,TrialProc,,63,20,1565,2000hz500.wav,2
1,TrialProc,,64,10,1694,1000hz500.wav,1
1,TrialProc,,65,10,1697,1000hz500.wav,1
1,TrialProc,,66,10,1600,1000hz500.wav,1
1,TrialProc,,67,10,1339,1000hz500.wav,1
1,TrialProc,,68,10,1446,1000hz500.wav,1
1,TrialProc,,69,20,1630,2000hz500.wav,2
1,TrialProc,,70,10,1304,1000hz500.wav,1
1,TrialProc,,71,10,1348,1000hz500.wav,1
1,TrialProc,,72,10,1351,1000hz500.wav,1
1,TrialProc,,73,10,1480,1000hz500.wav,1
1,TrialProc,,74,10,1444,1000hz500.wav,1
1,TrialProc,,75,10,1673,1000hz500.wav,1
1,TrialProc,,76,20,1451,2000hz500.wav,2
1,TrialProc,,77,10,1576,1000hz500.wav,1
1,TrialProc,,78,10,1341,1000hz500.wav,1
1,TrialProc,,79,10,1352,1000hz500.wav,1
1,TrialProc,,80,10,1665,1000hz500.wav,1
1,TrialProc,,81,10,1431,1000hz500.wav,1
1,TrialProc,,82,10,1632,1000hz500.wav,1
1,TrialProc,,83,20,1474,2000hz500.wav,2
1,TrialProc,,84,10,1518,1000hz500.wav,1
1,TrialProc,,85,10,1401,1000hz500.wav,1
1,TrialProc,,86,10,1430,1000hz500.wav,1
1,TrialProc,,87,10,1548,1000hz500.wav,1
1,TrialProc,,88,20,1508,2000hz500.wav,2
1,TrialProc,,89,10,1597,1000hz500.wav,1
1,TrialProc,,90,10,1638,1000hz500.wav,1
1,TrialProc,,91,10,1427,1000hz500.wav,1
1,TrialProc,,92,10,1350,1000hz500.wav,1
1,TrialProc,,93,10,1620,1000hz500.wav,1
1,TrialProc,,94,10,1425,1000hz500.wav,1
1,TrialProc,,95,20,1549,2000hz500.wav,2
1,TrialProc,,96,10,1527,1000hz500.wav,1
1,TrialProc,,97,10,1616,1000hz500.wav,1
1,TrialProc,,98,10,1544,1000hz500.wav,1
1,TrialProc,,99,20,1676,2000hz500.wav,2
1,TrialProc,,100,10,1429,1000hz500.wav,1
1,TrialProc,,101,10,1469,1000hz500.wav,1
1,TrialProc,,102,10,1466,1000hz500.wav,1
1,TrialProc,,103,10,1682,1000hz500.wav,1
1,TrialProc,,104,10,1405,1000hz500.wav,1
1,TrialProc,,105,20,1533,2000hz500.wav,2
1,TrialProc,,106,10,1427,1000hz500.wav,1
1,TrialProc,,107,10,1422,1000hz500.wav,1
1,TrialProc,,108,10,1597,1000hz500.wav,1
1,TrialProc,,109,10,1427,1000hz500.wav,1
1,TrialProc,,110,10,1581,1000hz500.wav,1
1,TrialProc,,111,20,1559,2000hz500.wav,2
1,TrialProc,,112,10,1521,1000hz500.wav,1
1,TrialProc,,113,10,1638,1000hz500.wav,1
1,TrialProc,,114,10,1336,1000hz500.wav,1
1,TrialProc,,115,10,1414,1000hz500.wav,1
1,TrialProc,,116,10,1323,1000hz500.wav,1
1,TrialProc,,117,10,1477,1000hz500.wav,1
1,TrialProc,,118,10,1444,1000hz500.wav,1
1,TrialProc,,119,10,1399,1000hz500.wav,1
1,TrialProc,,120,10,1558,1000hz500.wav,1
1,TrialProc,,121,10,1438,1000hz500.wav,1
1,TrialProc,,122,10,1301,1000hz500.wav,1
1,TrialProc,,123,10,1577,1000hz500.wav,1
1,TrialProc,,124,10,1600,1000hz500.wav,1
1,TrialProc,,125,20,1353,2000hz500.wav,2
1,TrialProc,,126,10,1685,1000hz500.wav,1
1,TrialProc,,127,10,1300,1000hz500.wav,1
1,TrialProc,,128,20,1462,2000hz500.wav,2
1,TrialProc,,129,10,1648,1000hz500.wav,1
1,TrialProc,,130,10,1544,1000hz500.wav,1
1,TrialProc,,131,10,1357,1000hz500.wav,1
1,TrialProc,,132,10,1631,1000hz500.wav,1
1,TrialProc,,133,10,1414,1000hz500.wav,1
1,TrialProc,,134,10,1567,1000hz500.wav,1
1,TrialProc,,135,10,1546,1000hz500.wav,1
1,TrialProc,,136,10,1546,1000hz500.wav,1
1,TrialProc,,137,10,1383,1000hz500.wav,1
1,TrialProc,,138,10,1626,1000hz500.wav,1
1,TrialProc,,139,10,1685,1000hz500.wav,1
1,TrialProc,,140,20,1581,2000hz500.wav,2
1,TrialProc,,141,10,1556,1000hz500.wav,1
1,TrialProc,,142,10,1625,1000hz500.wav,1
1,TrialProc,,143,10,1316,1000hz500.wav,1
1,TrialProc,,144,20,1398,2000hz500.wav,2
1,TrialProc,,145,10,1466,1000hz500.wav,1
1,TrialProc,,146,10,1475,1000hz500.wav,1
1,TrialProc,,147,20,1389,2000hz500.wav,2
1,TrialProc,,148,10,1383,1000hz500.wav,1
1,TrialProc,,149,10,1365,1000hz500.wav,1
1,TrialProc,,150,10,1418,1000hz500.wav,1
1,TrialProc,,151,10,1689,1000hz500.wav,1
1,TrialProc,,152,10,1320,1000hz500.wav,1
1,TrialProc,,153,10,1521,1000hz500.wav,1
1,TrialProc,,154,10,1366,1000hz500.wav,1
1,TrialProc,,155,20,1686,2000hz500.wav,2
1,TrialProc,,156,10,1469,1000hz500.wav,1
1,TrialProc,,157,10,1495,1000hz500.wav,1
1,TrialProc,,158,10,1693,1000hz500.wav,1
1,TrialProc,,159,10,1445,1000hz500.wav,1
1,TrialProc,,160,10,1512,1000hz500.wav,1
1,TrialProc,,161,20,1614,2000hz500.wav,2
1,TrialProc,,162,10,1694,1000hz500.wav,1
1,TrialProc,,163,10,1439,1000hz500.wav,1
1,TrialProc,,164,10,1523,1000hz500.wav,1
1,TrialProc,,165,10,1526,1000hz500.wav,1
1,TrialProc,,166,10,1382,1000hz500.wav,1
1,TrialProc,,167,10,1324,1000hz500.wav,1
1,TrialProc,,168,10,1449,1000hz500.wav,1
1,TrialProc,,169,10,1553,1000hz500.wav,1
1,TrialProc,,170,20,1653,2000hz500.wav,2
1,TrialProc,,171,10,1316,1000hz500.wav,1
1,TrialProc,,172,20,1579,2000hz500.wav,2
1,TrialProc,,173,10,1554,1000hz500.wav,1
1,TrialProc,,174,20,1449,2000hz500.wav,2
1,TrialProc,,175,10,1361,1000hz500.wav,1
1,TrialProc,,176,20,1533,2000hz500.wav,2
1,TrialProc,,177,10,1557,1000hz500.wav,1
1,TrialProc,,178,10,1473,1000hz500.wav,1
1,TrialProc,,179,10,1642,1000hz500.wav,1
1,TrialProc,,180,10,1518,1000hz500.wav,1
1,TrialProc,,181,10,1583,1000hz500.wav,1
1,TrialProc,,182,10,1407,1000hz500.wav,1
1,TrialProc,,183,10,1421,1000hz500.wav,1
1,TrialProc,,184,10,1450,1000hz500.wav,1
1,TrialProc,,185,10,1551,1000hz500.wav,1
1,TrialProc,,186,20,1513,2000hz500.wav,2
1,TrialProc,,187,10,1629,1000hz500.wav,1
1,TrialProc,,188,10,1512,1000hz500.wav,1
1,TrialProc,,189,10,1309,1000hz500.wav,1
1,TrialProc,,190,10,1368,1000hz500.wav,1
1,TrialProc,,191,10,1526,1000hz500.wav,1
1,TrialProc,,192,10,1649,1000hz500.wav,1
1,TrialProc,,193,10,1654,1000hz500.wav,1
1,TrialProc,,194,20,1543,2000hz500.wav,2
1,TrialProc,,195,10,1556,1000hz500.wav,1
1,TrialProc,,196,20,1310,2000hz500.wav,2
1,TrialProc,,197,10,1551,1000hz500.wav,1
1,TrialProc,,198,10,1643,1000hz500.wav,1
1,TrialProc,,199,10,1464,1000hz500.wav,1
1,TrialProc,,200,10,1637,1000hz500.wav,1
1,TrialProc,,201,10,1319,1000hz500.wav,1
1,TrialProc,,202,10,1677,1000hz500.wav,1
1,TrialProc,,203,10,1599,1000hz500.wav,1
1,TrialProc,,204,10,1400,1000hz500.wav,1
1,TrialProc,,205,10,1616,1000hz500.wav,1
1,TrialProc,,206,10,1464,1000hz500.wav,1
1,TrialProc,,207,10,1457,1000hz500.wav,1
1,TrialProc,,208,10,1386,1000hz500.wav,1
1,TrialProc,,209,10,1349,1000hz500.wav,1
1,TrialProc,,210,10,1646,1000hz500.wav,1
1,TrialProc,,211,10,1597,1000hz500.wav,1
1,TrialProc,,212,20,1477,2000hz500.wav,2
1,TrialProc,,213,10,1474,1000hz500.wav,1
1,TrialProc,,214,20,1389,2000hz500.wav,2
1,TrialProc,,215,10,1561,1000hz500.wav,1
1,TrialProc,,216,10,1471,1000hz500.wav,1
1,TrialProc,,217,10,1622,1000hz500.wav,1
1,TrialProc,,218,10,1505,1000hz500.wav,1
1,TrialProc,,219,10,1607,1000hz500.wav,1
1,TrialProc,,220,20,1506,2000hz500.wav,2
1,TrialProc,,221,10,1406,1000hz500.wav,1
1,TrialProc,,222,20,1529,2000hz500.wav,2
1,TrialProc,,223,10,1494,1000hz500.wav,1
1,TrialProc,,224,10,1657,1000hz500.wav,1
1,TrialProc,,225,20,1345,2000hz500.wav,2
1,TrialProc,,226,10,1419,1000hz500.wav,1
1,TrialProc,,227,10,1377,1000hz500.wav,1
1,TrialProc,,228,20,1697,2000hz500.wav,2
1,TrialProc,,229,10,1630,1000hz500.wav,1
1,TrialProc,,230,10,1627,1000hz500.wav,1
1,TrialProc,,231,20,1561,2000hz500.wav,2
1,TrialProc,,232,10,1349,1000hz500.wav,1
1,TrialProc,,233,10,1519,1000hz500.wav,1
1,TrialProc,,234,10,1534,1000hz500.wav,1
1,TrialProc,,235,10,1511,1000hz500.wav,1
1,TrialProc,,236,10,1393,1000hz500.wav,1
1,TrialProc,,237,20,1688,2000hz500.wav,2
1,TrialProc,,238,10,1307,1000hz500.wav,1
1,TrialProc,,239,10,1320,1000hz500.wav,1
1,TrialProc,,240,10,1513,1000hz500.wav,1
1,TrialProc,,241,10,1456,1000hz500.wav,1
1,TrialProc,,242,10,1345,1000hz500.wav,1
1,TrialProc,,243,10,1644,1000hz500.wav,1
1,TrialProc,,244,10,1699,1000hz500.wav,1
1,TrialProc,,245,20,1533,2000hz500.wav,2
1,TrialProc,,246,10,1541,1000hz500.wav,1
1,TrialProc,,247,20,1333,2000hz500.wav,2
1,TrialProc,,248,10,1332,1000hz500.wav,1
1,TrialProc,,249,10,1519,1000hz500.wav,1
1,TrialProc,,250,10,1496,1000hz500.wav,1
1,TrialProc,,251,10,1300,1000hz500.wav,1
1,TrialProc,,252,20,1608,2000hz500.wav,2
1,TrialProc,,253,10,1550,1000hz500.wav,1
1,TrialProc,,254,10,1393,1000hz500.wav,1
1,TrialProc,,255,10,1336,1000hz500.wav,1
1,TrialProc,,256,10,1395,1000hz500.wav,1
1,TrialProc,,257,10,1402,1000hz500.wav,1
1,TrialProc,,258,10,1628,1000hz500.wav,1
1,TrialProc,,259,20,1477,2000hz500.wav,2
1,TrialProc,,260,10,1460,1000hz500.wav,1
1,TrialProc,,261,10,1631,1000hz500.wav,1
1,TrialProc,,262,10,1418,1000hz500.wav,1
1,TrialProc,,263,10,1448,1000hz500.wav,1
1,TrialProc,,264,20,1606,2000hz500.wav,2
1,TrialProc,,265,10,1497,1000hz500.wav,1
1,TrialProc,,266,20,1696,2000hz500.wav,2
1,TrialProc,,267,10,1664,1000hz500.wav,1
1,TrialProc,,268,10,1653,1000hz500.wav,1
1,TrialProc,,269,20,1317,2000hz500.wav,2
1,TrialProc,,270,10,1470,1000hz500.wav,1
1,TrialProc,,271,10,1673,1000hz500.wav,1
1,TrialProc,,272,10,1655,1000hz500.wav,1
1,TrialProc,,273,10,1583,1000hz500.wav,1
1,TrialProc,,274,10,1500,1000hz500.wav,1
1,TrialProc,,275,10,1698,1000hz500.wav,1
1,TrialProc,,276,10,1645,1000hz500.wav,1
1,TrialProc,,277,20,1598,2000hz500.wav,2
1,TrialProc,,278,10,1597,1000hz500.wav,1
1,TrialProc,,279,10,1475,1000hz500.wav,1
1,TrialProc,,280,20,1387,2000hz500.wav,2
1,TrialProc,,281,10,1335,1000hz500.wav,1
1,TrialProc,,282,10,1435,1000hz500.wav,1
1,TrialProc,,283,10,1404,1000hz500.wav,1
1,TrialProc,,284,10,1504,1000hz500.wav,1
1,TrialProc,,285,10,1487,1000hz500.wav,1
1,TrialProc,,286,10,1388,1000hz500.wav,1
1,TrialProc,,287,10,1627,1000hz500.wav,1
1,TrialProc,,288,10,1471,1000hz500.wav,1
1,TrialProc,,289,10,1312,1000hz500.wav,1
1,TrialProc,,290,10,1531,1000hz500.wav,1
1,TrialProc,,291,20,1432,2000hz500.wav,2
1,TrialProc,,292,10,1494,1000hz500.wav,1
1,TrialProc,,293,10,1575,1000hz500.wav,1
1,TrialProc,,294,10,1417,1000hz500.wav,1
1,TrialProc,,295,20,1543,2000hz500.wav,2
1,TrialProc,,296,10,1620,1000hz500.wav,1
1,TrialProc,,297,10,1330,1000hz500.wav,1
1,TrialProc,,298,10,1424,1000hz500.wav,1
1,TrialProc,,299,10,1381,1000hz500.wav,1
1,TrialProc,,300,10,1340,1000hz500.wav,1
1,TrialProc,,301,10,1329,1000hz500.wav,1
